,filename,typing_result,touch_location
32,6pm-signup-1-clicked_frames_crop/bbox-3040.jpg,typing,onKeyboard
33,6pm-signup-1-clicked_frames_crop/bbox-3058.jpg,typing,onKeyboard
34,6pm-signup-1-clicked_frames_crop/bbox-3081.jpg,typing,onKeyboard
35,6pm-signup-1-clicked_frames_crop/bbox-3103.jpg,typing,onKeyboard
36,6pm-signup-1-clicked_frames_crop/bbox-3133.jpg,typing,onKeyboard
37,6pm-signup-1-clicked_frames_crop/bbox-3205.jpg,typing,onKeyboard
38,6pm-signup-1-clicked_frames_crop/bbox-3229.jpg,typing,onKeyboard
39,6pm-signup-1-clicked_frames_crop/bbox-3251.jpg,typing,onKeyboard
40,6pm-signup-1-clicked_frames_crop/bbox-3271.jpg,typing,onKeyboard
41,6pm-signup-1-clicked_frames_crop/bbox-3291.jpg,typing,onKeyboard
42,6pm-signup-1-clicked_frames_crop/bbox-3332.jpg,typing,onKeyboard
43,6pm-signup-1-clicked_frames_crop/bbox-3351.jpg,typing,onKeyboard
44,6pm-signup-1-clicked_frames_crop/bbox-3398.jpg,typing,onKeyboard
45,6pm-signup-1-clicked_frames_crop/bbox-3417.jpg,typing,onKeyboard
46,6pm-signup-1-clicked_frames_crop/bbox-3448.jpg,typing,out
47,6pm-signup-1-clicked_frames_crop/bbox-3575.jpg,typing,onKeyboard
48,6pm-signup-1-clicked_frames_crop/bbox-3624.jpg,typing,onKeyboard
49,6pm-signup-1-clicked_frames_crop/bbox-3662.jpg,typing,onKeyboard
50,6pm-signup-1-clicked_frames_crop/bbox-3696.jpg,typing,onKeyboard
51,6pm-signup-1-clicked_frames_crop/bbox-3733.jpg,typing,onKeyboard
52,6pm-signup-1-clicked_frames_crop/bbox-3754.jpg,typing,onKeyboard
53,6pm-signup-1-clicked_frames_crop/bbox-3772.jpg,typing,onKeyboard
54,6pm-signup-1-clicked_frames_crop/bbox-3787.jpg,typing,onKeyboard
55,6pm-signup-1-clicked_frames_crop/bbox-3931.jpg,typing,onKeyboard
56,6pm-signup-1-clicked_frames_crop/bbox-3960.jpg,typing,onKeyboard
57,6pm-signup-1-clicked_frames_crop/bbox-3983.jpg,typing,onKeyboard
58,6pm-signup-1-clicked_frames_crop/bbox-4001.jpg,typing,onKeyboard
59,6pm-signup-1-clicked_frames_crop/bbox-4060.jpg,typing,out
60,6pm-signup-2-clicked_frames_crop/bbox-1409.jpg,typing,onKeyboard
61,6pm-signup-2-clicked_frames_crop/bbox-1430.jpg,typing,onKeyboard
62,6pm-signup-2-clicked_frames_crop/bbox-1454.jpg,typing,onKeyboard
63,6pm-signup-2-clicked_frames_crop/bbox-1484.jpg,typing,onKeyboard
64,6pm-signup-2-clicked_frames_crop/bbox-1506.jpg,typing,onKeyboard
65,6pm-signup-2-clicked_frames_crop/bbox-1528.jpg,typing,onKeyboard
66,6pm-signup-2-clicked_frames_crop/bbox-1603.jpg,typing,onKeyboard
67,6pm-signup-2-clicked_frames_crop/bbox-1631.jpg,typing,onKeyboard
68,6pm-signup-2-clicked_frames_crop/bbox-1651.jpg,typing,out
69,6pm-signup-2-clicked_frames_crop/bbox-1722.jpg,typing,onKeyboard
70,6pm-signup-2-clicked_frames_crop/bbox-1744.jpg,typing,onKeyboard
71,6pm-signup-2-clicked_frames_crop/bbox-1793.jpg,typing,onKeyboard
72,6pm-signup-2-clicked_frames_crop/bbox-1857.jpg,typing,onKeyboard
73,6pm-signup-2-clicked_frames_crop/bbox-1887.jpg,typing,onKeyboard
74,6pm-signup-2-clicked_frames_crop/bbox-1909.jpg,typing,onKeyboard
75,6pm-signup-2-clicked_frames_crop/bbox-1933.jpg,typing,onKeyboard
76,6pm-signup-2-clicked_frames_crop/bbox-1958.jpg,typing,onKeyboard
77,6pm-signup-2-clicked_frames_crop/bbox-2001.jpg,typing,onKeyboard
78,6pm-signup-2-clicked_frames_crop/bbox-2025.jpg,typing,onKeyboard
79,6pm-signup-2-clicked_frames_crop/bbox-2139.jpg,typing,onKeyboard
80,6pm-signup-2-clicked_frames_crop/bbox-2171.jpg,typing,onKeyboard
81,6pm-signup-2-clicked_frames_crop/bbox-2209.jpg,typing,onKeyboard
82,6pm-signup-2-clicked_frames_crop/bbox-2228.jpg,typing,onKeyboard
83,6pm-signup-2-clicked_frames_crop/bbox-2266.jpg,typing,onKeyboard
84,6pm-signup-2-clicked_frames_crop/bbox-2300.jpg,typing,onKeyboard
85,6pm-signup-2-clicked_frames_crop/bbox-2354.jpg,typing,onKeyboard
86,6pm-signup-2-clicked_frames_crop/bbox-2397.jpg,typing,onKeyboard
87,6pm-signup-2-clicked_frames_crop/bbox-2418.jpg,typing,onKeyboard
88,6pm-signup-2-clicked_frames_crop/bbox-2451.jpg,typing,onKeyboard
89,6pm-signup-2-clicked_frames_crop/bbox-2566.jpg,typing,onKeyboard
90,6pm-signup-2-clicked_frames_crop/bbox-2597.jpg,typing,onKeyboard
91,6pm-signup-2-clicked_frames_crop/bbox-2641.jpg,typing,onKeyboard
92,6pm-signup-2-clicked_frames_crop/bbox-2675.jpg,typing,onKeyboard
93,6pm-signup-2-clicked_frames_crop/bbox-2695.jpg,typing,onKeyboard
94,6pm-signup-2-clicked_frames_crop/bbox-2716.jpg,typing,onKeyboard
95,6pm-signup-2-clicked_frames_crop/bbox-2737.jpg,typing,onKeyboard
96,6pm-signup-2-clicked_frames_crop/bbox-2757.jpg,typing,onKeyboard
97,6pm-signup-2-clicked_frames_crop/bbox-2778.jpg,typing,onKeyboard
98,6pm-signup-2-clicked_frames_crop/bbox-2798.jpg,typing,onKeyboard
99,6pm-signup-2-clicked_frames_crop/bbox-2827.jpg,typing,out
100,6pm-signup-2-clicked_frames_crop/bbox-2874.jpg,typing,onKeyboard
101,6pm-signup-2-clicked_frames_crop/bbox-2893.jpg,typing,onKeyboard
102,6pm-signup-2-clicked_frames_crop/bbox-2970.jpg,typing,onKeyboard
103,6pm-signup-2-clicked_frames_crop/bbox-2996.jpg,typing,onKeyboard
104,6pm-signup-2-clicked_frames_crop/bbox-3023.jpg,typing,onKeyboard
105,6pm-signup-2-clicked_frames_crop/bbox-3040.jpg,typing,onKeyboard
106,6pm-signup-2-clicked_frames_crop/bbox-3059.jpg,typing,onKeyboard
107,6pm-signup-2-clicked_frames_crop/bbox-3072.jpg,typing,onKeyboard
108,6pm-signup-2-clicked_frames_crop/bbox-3094.jpg,typing,onKeyboard
109,6pm-signup-2-clicked_frames_crop/bbox-3171.jpg,typing,onKeyboard
110,6pm-signup-2-clicked_frames_crop/bbox-3189.jpg,typing,onKeyboard
111,6pm-signup-2-clicked_frames_crop/bbox-3203.jpg,typing,onKeyboard
112,6pm-signup-2-clicked_frames_crop/bbox-3234.jpg,typing,out
113,6pm-signup-3-clicked_frames_crop/bbox-0743.jpg,typing,onKeyboard
114,6pm-signup-3-clicked_frames_crop/bbox-0756.jpg,typing,onKeyboard
115,6pm-signup-3-clicked_frames_crop/bbox-0807.jpg,typing,onKeyboard
116,6pm-signup-3-clicked_frames_crop/bbox-0819.jpg,typing,onKeyboard
117,6pm-signup-3-clicked_frames_crop/bbox-0832.jpg,typing,onKeyboard
118,6pm-signup-3-clicked_frames_crop/bbox-0890.jpg,typing,out
119,6pm-signup-3-clicked_frames_crop/bbox-0921.jpg,typing,onKeyboard
120,6pm-signup-3-clicked_frames_crop/bbox-0936.jpg,typing,onKeyboard
121,6pm-signup-3-clicked_frames_crop/bbox-0954.jpg,typing,onKeyboard
122,6pm-signup-3-clicked_frames_crop/bbox-1877.jpg,typing,onKeyboard
123,6pm-signup-3-clicked_frames_crop/bbox-1891.jpg,typing,onKeyboard
124,6pm-signup-3-clicked_frames_crop/bbox-1948.jpg,typing,onKeyboard
125,6pm-signup-3-clicked_frames_crop/bbox-1974.jpg,typing,onKeyboard
126,6pm-signup-3-clicked_frames_crop/bbox-1997.jpg,typing,onKeyboard
127,6pm-signup-3-clicked_frames_crop/bbox-2024.jpg,typing,onKeyboard
128,6pm-signup-3-clicked_frames_crop/bbox-2063.jpg,typing,onKeyboard
129,6pm-signup-3-clicked_frames_crop/bbox-2087.jpg,typing,onKeyboard
130,6pm-signup-3-clicked_frames_crop/bbox-2102.jpg,typing,onKeyboard
131,6pm-signup-3-clicked_frames_crop/bbox-2146.jpg,typing,onKeyboard
132,6pm-signup-3-clicked_frames_crop/bbox-2176.jpg,typing,onKeyboard
133,6pm-signup-3-clicked_frames_crop/bbox-2206.jpg,typing,onKeyboard
134,6pm-signup-3-clicked_frames_crop/bbox-2230.jpg,typing,onKeyboard
135,6pm-signup-3-clicked_frames_crop/bbox-2255.jpg,typing,onKeyboard
136,6pm-signup-3-clicked_frames_crop/bbox-2274.jpg,typing,onKeyboard
137,6pm-signup-3-clicked_frames_crop/bbox-2305.jpg,typing,onKeyboard
138,6pm-signup-3-clicked_frames_crop/bbox-2332.jpg,typing,onKeyboard
139,6pm-signup-3-clicked_frames_crop/bbox-2354.jpg,typing,onKeyboard
140,6pm-signup-3-clicked_frames_crop/bbox-2380.jpg,typing,onKeyboard
141,6pm-signup-3-clicked_frames_crop/bbox-2404.jpg,typing,onKeyboard
142,6pm-signup-3-clicked_frames_crop/bbox-2430.jpg,typing,onKeyboard
143,6pm-signup-3-clicked_frames_crop/bbox-2481.jpg,typing,out
144,6pm-signup-3-clicked_frames_crop/bbox-2633.jpg,typing,onKeyboard
145,6pm-signup-3-clicked_frames_crop/bbox-2646.jpg,typing,onKeyboard
146,6pm-signup-3-clicked_frames_crop/bbox-2677.jpg,typing,onKeyboard
147,6pm-signup-3-clicked_frames_crop/bbox-2705.jpg,typing,onKeyboard
148,6pm-signup-3-clicked_frames_crop/bbox-2728.jpg,typing,onKeyboard
149,6pm-signup-3-clicked_frames_crop/bbox-2746.jpg,typing,onKeyboard
150,6pm-signup-3-clicked_frames_crop/bbox-2769.jpg,typing,onKeyboard
151,6pm-signup-3-clicked_frames_crop/bbox-2792.jpg,typing,onKeyboard
152,6pm-signup-3-clicked_frames_crop/bbox-2809.jpg,typing,onKeyboard
153,6pm-signup-3-clicked_frames_crop/bbox-2854.jpg,typing,onKeyboard
154,6pm-signup-3-clicked_frames_crop/bbox-2879.jpg,typing,onKeyboard
155,6pm-signup-3-clicked_frames_crop/bbox-2908.jpg,typing,onKeyboard
156,6pm-signup-3-clicked_frames_crop/bbox-2975.jpg,typing,onKeyboard
157,6pm-signup-3-clicked_frames_crop/bbox-2997.jpg,typing,onKeyboard
158,6pm-signup-3-clicked_frames_crop/bbox-3015.jpg,typing,onKeyboard
159,6pm-signup-3-clicked_frames_crop/bbox-3037.jpg,typing,onKeyboard
160,6pm-signup-3-clicked_frames_crop/bbox-3095.jpg,typing,onKeyboard
161,6pm-signup-3-clicked_frames_crop/bbox-3131.jpg,typing,onKeyboard
162,6pm-signup-3-clicked_frames_crop/bbox-3164.jpg,typing,onKeyboard
163,6pm-signup-3-clicked_frames_crop/bbox-3189.jpg,typing,onKeyboard
164,6pm-signup-3-clicked_frames_crop/bbox-3213.jpg,typing,onKeyboard
165,6pm-signup-3-clicked_frames_crop/bbox-3248.jpg,typing,onKeyboard
166,6pm-signup-3-clicked_frames_crop/bbox-3268.jpg,typing,onKeyboard
167,6pm-signup-3-clicked_frames_crop/bbox-3286.jpg,typing,onKeyboard
168,6pm-signup-3-clicked_frames_crop/bbox-3322.jpg,typing,out
169,6pm-signup-3-clicked_frames_crop/bbox-3466.jpg,typing,onKeyboard
170,6pm-signup-3-clicked_frames_crop/bbox-3495.jpg,typing,onKeyboard
171,6pm-signup-3-clicked_frames_crop/bbox-3564.jpg,typing,onKeyboard
172,6pm-signup-3-clicked_frames_crop/bbox-3632.jpg,typing,onKeyboard
173,6pm-signup-3-clicked_frames_crop/bbox-3644.jpg,typing,onKeyboard
174,6pm-signup-3-clicked_frames_crop/bbox-3655.jpg,typing,onKeyboard
175,6pm-signup-3-clicked_frames_crop/bbox-3681.jpg,typing,onKeyboard
176,6pm-signup-3-clicked_frames_crop/bbox-3702.jpg,typing,onKeyboard
177,6pm-signup-3-clicked_frames_crop/bbox-3721.jpg,typing,onKeyboard
178,6pm-signup-3-clicked_frames_crop/bbox-3759.jpg,typing,onKeyboard
179,6pm-signup-3-clicked_frames_crop/bbox-3778.jpg,typing,onKeyboard
180,6pm-signup-3-clicked_frames_crop/bbox-3796.jpg,typing,onKeyboard
181,6pm-signup-3-clicked_frames_crop/bbox-3811.jpg,typing,onKeyboard
182,6pm-signup-3-clicked_frames_crop/bbox-3848.jpg,typing,onKeyboard
183,6pm-signup-3-clicked_frames_crop/bbox-3865.jpg,typing,onKeyboard
184,6pm-signup-3-clicked_frames_crop/bbox-3896.jpg,typing,onKeyboard
185,6pm-signup-3-clicked_frames_crop/bbox-3922.jpg,typing,onKeyboard
186,6pm-signup-3-clicked_frames_crop/bbox-3995.jpg,typing,onKeyboard
187,6pm-signup-3-clicked_frames_crop/bbox-4063.jpg,typing,onKeyboard
188,6pm-signup-3-clicked_frames_crop/bbox-4085.jpg,typing,onKeyboard
189,6pm-signup-3-clicked_frames_crop/bbox-4105.jpg,typing,onKeyboard
190,6pm-signup-3-clicked_frames_crop/bbox-4133.jpg,typing,onKeyboard
191,6pm-signup-3-clicked_frames_crop/bbox-4169.jpg,typing,onKeyboard
192,6pm-signup-3-clicked_frames_crop/bbox-4201.jpg,typing,onKeyboard
193,6pm-signup-3-clicked_frames_crop/bbox-4224.jpg,typing,onKeyboard
194,6pm-signup-3-clicked_frames_crop/bbox-4241.jpg,typing,onKeyboard
195,6pm-signup-4-clicked_frames_crop/bbox-0783.jpg,typing,onKeyboard
196,6pm-signup-4-clicked_frames_crop/bbox-0808.jpg,typing,onKeyboard
197,6pm-signup-4-clicked_frames_crop/bbox-0826.jpg,typing,onKeyboard
198,6pm-signup-4-clicked_frames_crop/bbox-0840.jpg,typing,onKeyboard
199,6pm-signup-4-clicked_frames_crop/bbox-0854.jpg,typing,onKeyboard
200,6pm-signup-4-clicked_frames_crop/bbox-0970.jpg,typing,onKeyboard
201,6pm-signup-4-clicked_frames_crop/bbox-1019.jpg,typing,onKeyboard
202,6pm-signup-4-clicked_frames_crop/bbox-1108.jpg,typing,onKeyboard
203,6pm-signup-4-clicked_frames_crop/bbox-1125.jpg,typing,onKeyboard
204,6pm-signup-4-clicked_frames_crop/bbox-1149.jpg,typing,out
205,6pm-signup-4-clicked_frames_crop/bbox-1264.jpg,typing,onKeyboard
206,6pm-signup-4-clicked_frames_crop/bbox-1281.jpg,typing,onKeyboard
207,6pm-signup-4-clicked_frames_crop/bbox-1295.jpg,typing,onKeyboard
208,6pm-signup-4-clicked_frames_crop/bbox-1345.jpg,typing,onKeyboard
209,6pm-signup-4-clicked_frames_crop/bbox-1373.jpg,typing,onKeyboard
210,6pm-signup-4-clicked_frames_crop/bbox-1388.jpg,typing,onKeyboard
211,6pm-signup-4-clicked_frames_crop/bbox-1401.jpg,typing,onKeyboard
212,6pm-signup-4-clicked_frames_crop/bbox-1442.jpg,typing,onKeyboard
213,6pm-signup-4-clicked_frames_crop/bbox-1477.jpg,typing,onKeyboard
214,6pm-signup-4-clicked_frames_crop/bbox-1505.jpg,typing,onKeyboard
215,6pm-signup-4-clicked_frames_crop/bbox-1536.jpg,typing,onKeyboard
216,6pm-signup-4-clicked_frames_crop/bbox-1554.jpg,typing,onKeyboard
217,6pm-signup-4-clicked_frames_crop/bbox-1568.jpg,typing,onKeyboard
218,6pm-signup-4-clicked_frames_crop/bbox-1606.jpg,typing,onKeyboard
219,6pm-signup-4-clicked_frames_crop/bbox-1635.jpg,typing,onKeyboard
220,6pm-signup-4-clicked_frames_crop/bbox-1652.jpg,typing,onKeyboard
221,6pm-signup-4-clicked_frames_crop/bbox-1678.jpg,typing,onKeyboard
222,6pm-signup-4-clicked_frames_crop/bbox-1699.jpg,typing,onKeyboard
223,6pm-signup-4-clicked_frames_crop/bbox-1748.jpg,typing,onKeyboard
224,6pm-signup-4-clicked_frames_crop/bbox-1782.jpg,typing,onKeyboard
225,6pm-signup-4-clicked_frames_crop/bbox-1805.jpg,typing,onKeyboard
226,6pm-signup-4-clicked_frames_crop/bbox-1822.jpg,typing,onKeyboard
227,6pm-signup-4-clicked_frames_crop/bbox-1839.jpg,typing,onKeyboard
228,6pm-signup-4-clicked_frames_crop/bbox-1863.jpg,typing,onKeyboard
229,6pm-signup-4-clicked_frames_crop/bbox-1885.jpg,typing,onKeyboard
230,6pm-signup-4-clicked_frames_crop/bbox-1905.jpg,typing,onKeyboard
231,6pm-signup-4-clicked_frames_crop/bbox-1927.jpg,typing,onKeyboard
232,6pm-signup-4-clicked_frames_crop/bbox-1944.jpg,typing,onKeyboard
233,6pm-signup-4-clicked_frames_crop/bbox-1964.jpg,typing,onKeyboard
234,6pm-signup-4-clicked_frames_crop/bbox-1984.jpg,typing,onKeyboard
235,6pm-signup-4-clicked_frames_crop/bbox-2013.jpg,typing,onKeyboard
236,6pm-signup-4-clicked_frames_crop/bbox-2030.jpg,typing,onKeyboard
237,6pm-signup-4-clicked_frames_crop/bbox-2057.jpg,typing,out
238,6pm-signup-4-clicked_frames_crop/bbox-2114.jpg,typing,onKeyboard
239,6pm-signup-4-clicked_frames_crop/bbox-2132.jpg,typing,onKeyboard
240,6pm-signup-4-clicked_frames_crop/bbox-2149.jpg,typing,onKeyboard
241,6pm-signup-4-clicked_frames_crop/bbox-2173.jpg,typing,onKeyboard
242,6pm-signup-4-clicked_frames_crop/bbox-2190.jpg,typing,onKeyboard
243,6pm-signup-4-clicked_frames_crop/bbox-2209.jpg,typing,onKeyboard
244,6pm-signup-4-clicked_frames_crop/bbox-2226.jpg,typing,onKeyboard
245,6pm-signup-4-clicked_frames_crop/bbox-2247.jpg,typing,onKeyboard
246,6pm-signup-4-clicked_frames_crop/bbox-2261.jpg,typing,onKeyboard
247,6pm-signup-4-clicked_frames_crop/bbox-2317.jpg,typing,onKeyboard
248,6pm-signup-4-clicked_frames_crop/bbox-2336.jpg,typing,onKeyboard
249,6pm-signup-4-clicked_frames_crop/bbox-2377.jpg,typing,onKeyboard
250,6pm-signup-4-clicked_frames_crop/bbox-2402.jpg,typing,onKeyboard
251,6pm-signup-4-clicked_frames_crop/bbox-2418.jpg,typing,onKeyboard
252,6pm-signup-4-clicked_frames_crop/bbox-2432.jpg,typing,onKeyboard
253,6pm-signup-4-clicked_frames_crop/bbox-2469.jpg,typing,onKeyboard
254,6pm-signup-4-clicked_frames_crop/bbox-2507.jpg,typing,onKeyboard
255,6pm-signup-4-clicked_frames_crop/bbox-2539.jpg,typing,onKeyboard
256,6pm-signup-4-clicked_frames_crop/bbox-2556.jpg,typing,onKeyboard
257,6pm-signup-4-clicked_frames_crop/bbox-2573.jpg,typing,onKeyboard
258,6pm-signup-5-clicked_frames_crop/bbox-0874.jpg,typing,onKeyboard
259,6pm-signup-5-clicked_frames_crop/bbox-0888.jpg,typing,onKeyboard
260,6pm-signup-5-clicked_frames_crop/bbox-0903.jpg,typing,onKeyboard
261,6pm-signup-5-clicked_frames_crop/bbox-1080.jpg,typing,out
262,6pm-signup-5-clicked_frames_crop/bbox-1136.jpg,typing,onKeyboard
263,6pm-signup-5-clicked_frames_crop/bbox-1144.jpg,typing,onKeyboard
264,6pm-signup-5-clicked_frames_crop/bbox-1206.jpg,typing,onKeyboard
265,6pm-signup-5-clicked_frames_crop/bbox-1218.jpg,typing,onKeyboard
266,6pm-signup-5-clicked_frames_crop/bbox-1233.jpg,typing,onKeyboard
267,6pm-signup-5-clicked_frames_crop/bbox-1242.jpg,typing,onKeyboard
268,6pm-signup-5-clicked_frames_crop/bbox-1268.jpg,typing,onKeyboard
269,6pm-signup-5-clicked_frames_crop/bbox-1293.jpg,typing,out
270,6pm-signup-5-clicked_frames_crop/bbox-1322.jpg,typing,onKeyboard
271,6pm-signup-5-clicked_frames_crop/bbox-1335.jpg,typing,onKeyboard
272,6pm-signup-5-clicked_frames_crop/bbox-1356.jpg,typing,onKeyboard
273,6pm-signup-5-clicked_frames_crop/bbox-1395.jpg,typing,out
274,6pm-signup-5-clicked_frames_crop/bbox-2136.jpg,typing,onKeyboard
275,6pm-signup-5-clicked_frames_crop/bbox-2150.jpg,typing,onKeyboard
276,6pm-signup-5-clicked_frames_crop/bbox-2168.jpg,typing,onKeyboard
277,6pm-signup-5-clicked_frames_crop/bbox-2253.jpg,typing,onKeyboard
278,6pm-signup-5-clicked_frames_crop/bbox-2283.jpg,typing,onKeyboard
279,6pm-signup-5-clicked_frames_crop/bbox-2302.jpg,typing,onKeyboard
280,6pm-signup-5-clicked_frames_crop/bbox-2314.jpg,typing,onKeyboard
281,6pm-signup-5-clicked_frames_crop/bbox-2373.jpg,typing,onKeyboard
282,6pm-signup-5-clicked_frames_crop/bbox-2416.jpg,typing,onKeyboard
283,6pm-signup-5-clicked_frames_crop/bbox-2449.jpg,typing,onKeyboard
284,6pm-signup-5-clicked_frames_crop/bbox-2470.jpg,typing,onKeyboard
285,6pm-signup-5-clicked_frames_crop/bbox-2489.jpg,typing,onKeyboard
286,6pm-signup-5-clicked_frames_crop/bbox-2528.jpg,typing,onKeyboard
287,6pm-signup-5-clicked_frames_crop/bbox-2550.jpg,typing,onKeyboard
288,6pm-signup-5-clicked_frames_crop/bbox-2564.jpg,typing,onKeyboard
289,6pm-signup-5-clicked_frames_crop/bbox-2595.jpg,typing,onKeyboard
290,6pm-signup-5-clicked_frames_crop/bbox-2615.jpg,typing,onKeyboard
291,6pm-signup-5-clicked_frames_crop/bbox-2637.jpg,typing,onKeyboard
292,6pm-signup-5-clicked_frames_crop/bbox-2656.jpg,typing,onKeyboard
293,6pm-signup-5-clicked_frames_crop/bbox-2680.jpg,typing,onKeyboard
294,6pm-signup-5-clicked_frames_crop/bbox-2703.jpg,typing,onKeyboard
295,6pm-signup-5-clicked_frames_crop/bbox-2762.jpg,typing,out
296,6pm-signup-5-clicked_frames_crop/bbox-2995.jpg,typing,onKeyboard
297,6pm-signup-5-clicked_frames_crop/bbox-3054.jpg,typing,onKeyboard
298,6pm-signup-5-clicked_frames_crop/bbox-3077.jpg,typing,onKeyboard
299,6pm-signup-5-clicked_frames_crop/bbox-3108.jpg,typing,out
300,6pm-signup-5-clicked_frames_crop/bbox-3220.jpg,typing,onKeyboard
301,6pm-signup-5-clicked_frames_crop/bbox-3252.jpg,typing,onKeyboard
302,6pm-signup-5-clicked_frames_crop/bbox-3277.jpg,typing,onKeyboard
303,6pm-signup-5-clicked_frames_crop/bbox-3294.jpg,typing,onKeyboard
304,6pm-signup-5-clicked_frames_crop/bbox-3310.jpg,typing,onKeyboard
305,6pm-signup-5-clicked_frames_crop/bbox-3325.jpg,typing,onKeyboard
306,6pm-signup-5-clicked_frames_crop/bbox-3344.jpg,typing,onKeyboard
307,6pm-signup-5-clicked_frames_crop/bbox-3357.jpg,typing,onKeyboard
308,6pm-signup-5-clicked_frames_crop/bbox-3381.jpg,typing,onKeyboard
309,6pm-signup-5-clicked_frames_crop/bbox-3404.jpg,typing,onKeyboard
310,6pm-signup-5-clicked_frames_crop/bbox-3467.jpg,typing,onKeyboard
311,6pm-signup-5-clicked_frames_crop/bbox-3496.jpg,typing,onKeyboard
312,6pm-signup-5-clicked_frames_crop/bbox-3515.jpg,typing,onKeyboard
313,6pm-signup-5-clicked_frames_crop/bbox-3535.jpg,typing,onKeyboard
314,6pm-signup-5-clicked_frames_crop/bbox-3598.jpg,typing,onKeyboard
315,6pm-signup-5-clicked_frames_crop/bbox-3630.jpg,typing,onKeyboard
316,6pm-signup-5-clicked_frames_crop/bbox-3685.jpg,typing,onKeyboard
317,6pm-signup-5-clicked_frames_crop/bbox-3703.jpg,typing,onKeyboard
318,6pm-signup-5-clicked_frames_crop/bbox-3719.jpg,typing,onKeyboard
319,6pm-signup-5-clicked_frames_crop/bbox-3740.jpg,typing,out
320,6pm-signup-5-clicked_frames_crop/bbox-3779.jpg,typing,onKeyboard
321,6pm-signup-5-clicked_frames_crop/bbox-3812.jpg,typing,onKeyboard
322,6pm-signup-5-clicked_frames_crop/bbox-3826.jpg,typing,onKeyboard
323,6pm-signup-5-clicked_frames_crop/bbox-3854.jpg,typing,onKeyboard
324,6pm-signup-5-clicked_frames_crop/bbox-3874.jpg,typing,onKeyboard
325,6pm-signup-5-clicked_frames_crop/bbox-3892.jpg,typing,onKeyboard
326,6pm-signup-5-clicked_frames_crop/bbox-3907.jpg,typing,onKeyboard
327,6pm-signup-5-clicked_frames_crop/bbox-3924.jpg,typing,onKeyboard
328,6pm-signup-5-clicked_frames_crop/bbox-3995.jpg,typing,onKeyboard
329,6pm-signup-5-clicked_frames_crop/bbox-4012.jpg,typing,onKeyboard
330,6pm-signup-5-clicked_frames_crop/bbox-4042.jpg,typing,onKeyboard
331,6pm-signup-5-clicked_frames_crop/bbox-4078.jpg,typing,onKeyboard
332,6pm-signup-5-clicked_frames_crop/bbox-4092.jpg,typing,onKeyboard
333,6pm-signup-5-clicked_frames_crop/bbox-4106.jpg,typing,onKeyboard
