AUT,usage,test_id,human_video_id,human_states,generated_states,human_transitions,generated_transitions,state_coverage,transition_coverage,state_recall,transition_recall,effort,reduction,core_flag
etsy,2-SignUp,1,2,"['home', 'cart', 'sign_up', 'sign_up', 'get_started', 'menu', 'signin_or_signup', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['get_started', 'signin_or_signup', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['cart', 'popular', 'multi_form', 'sign_up', 'menu', 'to_home', 'to_signin_or_signup', 'multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form']","['continue', 'to_signin_or_signup', 'to_signin_or_signup', 'email', 'name', 'password', 'password', 'name', 'name', 'sign_up']",0.5,0.2857142857142857,0.75,0.3333333333333333,12.0,0.0,
etsy,2-SignUp,1,3,"['get_started', 'signin_or_signup', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['get_started', 'signin_or_signup', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['continue', 'to_signin_or_signup', 'multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form']","['continue', 'to_signin_or_signup', 'to_signin_or_signup', 'email', 'name', 'password', 'password', 'name', 'name', 'sign_up']",1.0,0.6666666666666666,0.75,0.3333333333333333,8.0,0.1111111111111111,
etsy,2-SignUp,1,4,"['menu', 'signin_or_signup', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['get_started', 'signin_or_signup', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'to_signin_or_signup', 'multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form']","['continue', 'to_signin_or_signup', 'to_signin_or_signup', 'email', 'name', 'password', 'password', 'name', 'name', 'sign_up']",0.6666666666666666,0.5,0.5,0.16666666666666666,8.0,0.1111111111111111,
etsy,2-SignUp,1,5,"['sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['get_started', 'signin_or_signup', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['multi_form', 'multi_form', 'multi_form', 'multi_form', 'multi_form']","['continue', 'to_signin_or_signup', 'to_signin_or_signup', 'email', 'name', 'password', 'password', 'name', 'name', 'sign_up']",1.0,0.0,0.25,0.0,10.0,-1.0,
geek,2-SignUp,0,0,"['sign_up', 'sign_up', 'gender']","['get_started', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['email', 'sign_up', 'continue']","['to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.5,0.6666666666666666,0.5,0.4,6.0,-1.0,
geek,2-SignUp,0,1,"['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_in', 'sign_in', 'popup', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['get_started', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'email', 'password', 'sign_up', 'password', 'sign_in', 'continue', 'to_signin_or_signup', 'name', 'name', 'email', 'confirm_email']","['to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.5,0.625,1.0,1.0,7.0,0.4166666666666667,
geek,2-SignUp,0,2,"['signin_or_signup', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'gender']","['get_started', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'name', 'name', 'name', 'email', 'email', 'sign_up', 'continue']","['to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.3333333333333333,0.8,0.5,0.8,6.0,0.25,
geek,2-SignUp,0,3,"['signin_or_signup', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'gender']","['get_started', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'name', 'name', 'name', 'confirm_email', 'password', 'continue']","['to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.3333333333333333,0.6,0.5,0.6,6.0,0.14285714285714285,
geek,2-SignUp,0,4,"['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'gender']","['get_started', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'to_signin_or_signup', 'name', 'name', 'email', 'email', 'confirm_email', 'password', 'sign_up', 'continue']","['to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.5,0.7142857142857143,1.0,1.0,7.0,0.3,
geek,2-SignUp,1,0,"['sign_up', 'sign_up', 'gender']","['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['email', 'sign_up', 'continue']","['to_signin_or_signup', 'to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.5,0.6666666666666666,0.3333333333333333,0.4,7.0,-1.3333333333333333,
geek,2-SignUp,1,1,"['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_in', 'sign_in', 'popup', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'email', 'password', 'sign_up', 'password', 'sign_in', 'continue', 'to_signin_or_signup', 'name', 'name', 'email', 'confirm_email']","['to_signin_or_signup', 'to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.75,0.625,1.0,1.0,8.0,0.3333333333333333,
geek,2-SignUp,1,2,"['signin_or_signup', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'gender']","['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'name', 'name', 'name', 'email', 'email', 'sign_up', 'continue']","['to_signin_or_signup', 'to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.3333333333333333,0.8,0.3333333333333333,0.8,7.0,0.125,
geek,2-SignUp,1,3,"['signin_or_signup', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'gender']","['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'name', 'name', 'name', 'confirm_email', 'password', 'continue']","['to_signin_or_signup', 'to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.3333333333333333,0.6,0.3333333333333333,0.6,7.0,0.0,
geek,2-SignUp,1,4,"['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'gender']","['get_started', 'sign_in', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up', 'sign_up']","['to_signin_or_signup', 'to_signin_or_signup', 'name', 'name', 'email', 'email', 'confirm_email', 'password', 'sign_up', 'continue']","['to_signin_or_signup', 'to_signin_or_signup', 'email', 'email', 'password', 'name', 'name', 'sign_up']",0.75,0.7142857142857143,1.0,1.0,6.0,0.4,
