AUT,usage,test_id,human_video_id,human_states,generated_states,human_transitions,generated_transitions,state_coverage,transition_coverage,state_recall,transition_recall,effort,reduction,core_flag
home,8-Menu,0,0,"['sign_in', 'home']","['sign_in', 'sign_in', 'sign_in', 'home']","['pick_google_account', 'menu']","['email', 'password', 'sign_in', 'menu']",1.0,0.5,1.0,0.25,3.0,-0.5,
home,8-Menu,0,1,"['sign_in', 'sign_in', 'sign_in']","['sign_in', 'sign_in', 'sign_in', 'home']","['email', 'password', 'sign_in']","['email', 'password', 'sign_in', 'menu']",1.0,1.0,0.5,0.75,1.0,0.6666666666666666,
home,8-Menu,0,2,"['sign_in', 'sign_in', 'sign_in', 'home', 'home']","['sign_in', 'sign_in', 'sign_in', 'home']","['password', 'password', 'sign_in', 'menu']","['email', 'password', 'sign_in', 'menu']",1.0,1.0,1.0,0.75,1.0,0.75,
home,8-Menu,0,3,"['sign_in', 'sign_in', 'sign_in']","['sign_in', 'sign_in', 'sign_in', 'home']","['email', 'password', 'sign_in']","['email', 'password', 'sign_in', 'menu']",1.0,1.0,0.5,0.75,1.0,0.6666666666666666,
home,8-Menu,0,4,['home'],"['sign_in', 'sign_in', 'sign_in', 'home']",['menu'],"['email', 'password', 'sign_in', 'menu']",1.0,1.0,0.5,0.25,3.0,-2.0,
abc,8-Menu,0,0,"['get_started', 'popup', 'popup']","['get_started', 'popup', 'home']","['bypass', 'continue', 'deny']","['continue', 'continue', 'menu']",1.0,0.3333333333333333,0.6666666666666666,0.5,2.0,0.3333333333333333,
wish,8-Menu,0,0,"['sign_in', 'home']","['sign_in', 'sign_in', 'sign_in', 'home']","['pick_google_account', 'menu']","['email', 'password', 'sign_in', 'menu']",1.0,0.5,1.0,0.25,3.0,-0.5,
