AUT,usage,test_id,human_video_id,human_states,generated_states,human_transitions,generated_transitions,state_coverage,transition_coverage,state_recall,transition_recall,effort,reduction,core_flag
fox,16-AddBookmark,0,0,"['popup', 'category', 'category', 'category', 'category', 'category', 'items', 'item_detail']","['popup', 'home', 'item_detail']","['apply', 'up', 'up', 'category_i', 'item_i', 'textsize']","['continue', 'item_i', 'save_bookmark']",0.5,0.2,0.6666666666666666,0.3333333333333333,5.0,0.16666666666666666,
fox,16-AddBookmark,0,1,"['popup', 'home', 'home', 'home', 'item_detail']","['popup', 'home', 'item_detail']","['apply', 'up', 'item_i', 'textsize']","['continue', 'item_i', 'save_bookmark']",1.0,0.25,1.0,0.3333333333333333,3.0,0.25,
fox,16-AddBookmark,0,2,"['popup', 'home', 'item_detail']","['popup', 'home', 'item_detail']","['apply', 'item_i', 'textsize']","['continue', 'item_i', 'save_bookmark']",1.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.3333333333333333,
fox,16-AddBookmark,0,3,"['popup', 'home', 'category', 'items', 'item_detail']","['popup', 'home', 'item_detail']","['apply', 'category', 'category_i', 'item_i', 'save_bookmark']","['continue', 'item_i', 'save_bookmark']",0.6,0.4,1.0,0.6666666666666666,3.0,0.4,
reuters,16-AddBookmark,0,0,"['alert', 'popup', 'home', 'home', 'item_detail', 'item_detail']","['popup', 'home', 'item_detail']","['continue', 'popup', 'item_i', 'save_bookmark']","['apply', 'item_i', 'save_bookmark']",0.75,0.5,1.0,0.6666666666666666,2.0,0.5,
reuters,16-AddBookmark,0,1,"['popup', 'items', 'items', 'items', 'item_detail']","['popup', 'home', 'item_detail']","['continue', 'up', 'item_i', 'save_bookmark']","['apply', 'item_i', 'save_bookmark']",0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,2.0,0.5,
reuters,16-AddBookmark,0,2,"['home', 'items', 'item_detail']","['popup', 'home', 'item_detail']","['category_i', 'item_i', 'save_bookmark']","['apply', 'item_i', 'save_bookmark']",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,
guardian,16-AddBookmark,0,0,"['get_started', 'items', 'items', 'item_detail', 'item_detail', 'item_detail']","['get_started', 'home', 'item_detail']","['continue', 'item_i', 'item_i', 'remove_bookmark']","['continue', 'item_i', 'save_bookmark']",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,0.5,
guardian,16-AddBookmark,0,1,"['get_started', 'items', 'items', 'item_detail']","['get_started', 'home', 'item_detail']","['bypass', 'item_i', 'remove_bookmark']","['continue', 'item_i', 'save_bookmark']",0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,
